C:\Users\lanry\Desktop\kreathief\components\panels\AssistantPanel.tsx: line 198, col 33, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\panels\AssistantPanel.tsx: line 203, col 44, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\panels\AssistantPanel.tsx: line 203, col 81, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\panels\AssistantPanel.tsx: line 210, col 51, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\panels\AssistantPanel.tsx: line 216, col 50, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\panels\AssistantPanel.tsx: line 273, col 47, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\panels\AssistantPanel.tsx: line 276, col 48, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\panels\ElementsPanel.tsx: line 17, col 10, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\panels\ElementsPanel.tsx: line 44, col 35, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\panels\ElementsPanel.tsx: line 47, col 21, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\panels\ElementsPanel.tsx: line 135, col 53, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\panels\ElementsPanel.tsx: line 319, col 47, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\panels\ElementsPanel.tsx: line 324, col 47, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\panels\ElementsPanel.tsx: line 324, col 83, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\panels\ElementsPanel.tsx: line 330, col 77, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\panels\LayersPanel.tsx: line 14, col 23, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\panels\LayersPanel.tsx: line 261, col 39, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\panels\LayersPanel.tsx: line 532, col 52, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\panels\MockupPanel.tsx: line 97, col 99, Warning - React Hook useMemo has a missing dependency: 'mockups'. Either include it or remove the dependency array. (react-hooks/exhaustive-deps)
C:\Users\lanry\Desktop\kreathief\components\panels\MockupPanel.tsx: line 156, col 6, Warning - React Hook useEffect has a missing dependency: 'captureDesign'. Either include it or remove the dependency array. (react-hooks/exhaustive-deps)
C:\Users\lanry\Desktop\kreathief\components\panels\MockupPanel.tsx: line 173, col 6, Warning - React Hook useEffect has a missing dependency: 'captureDesign'. Either include it or remove the dependency array. (react-hooks/exhaustive-deps)
C:\Users\lanry\Desktop\kreathief\components\panels\MockupPanel.tsx: line 277, col 19, Error - Expected { after 'if' condition. (curly)
C:\Users\lanry\Desktop\kreathief\components\panels\MockupPanel.tsx: line 386, col 6, Warning - React Hook useEffect has a missing dependency: 'generateComposite'. Either include it or remove the dependency array. (react-hooks/exhaustive-deps)
C:\Users\lanry\Desktop\kreathief\components\panels\MockupPanel.tsx: line 433, col 61, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\panels\MotionPanel.tsx: line 80, col 59, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\panels\MotionPanel.tsx: line 141, col 75, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\panels\MotionPanel.tsx: line 158, col 69, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\panels\TemplatesPanel.tsx: line 181, col 56, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\panels\TemplatesPanel.tsx: line 183, col 64, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\panels\TemplatesPanel.tsx: line 235, col 75, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\panels\TextEffectsPanel.tsx: line 118, col 77, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\panels\TextEffectsPanel.tsx: line 175, col 56, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\panels\TextEffectsPanel.tsx: line 285, col 51, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\panels\TextPanel.tsx: line 222, col 76, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\panels\TexturesPanel.tsx: line 88, col 6, Warning - React Hook useEffect has a missing dependency: 'applyPreset'. Either include it or remove the dependency array. (react-hooks/exhaustive-deps)
C:\Users\lanry\Desktop\kreathief\components\toolbar\CanvasTools.tsx: line 60, col 24, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\CanvasTools.tsx: line 73, col 42, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\CommonActions.tsx: line 9, col 32, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\ImageTools.tsx: line 18, col 32, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\ImageTools.tsx: line 310, col 33, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\ImageTools.tsx: line 317, col 33, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\MaskTools.tsx: line 8, col 28, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\MaskTools.tsx: line 73, col 34, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\MaskTools.tsx: line 74, col 49, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\MaskTools.tsx: line 81, col 62, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\MaskTools.tsx: line 81, col 91, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\MaskTools.tsx: line 81, col 127, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\MaskTools.tsx: line 114, col 120, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\MaskTools.tsx: line 125, col 52, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\MaskTools.tsx: line 133, col 44, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\MaskTools.tsx: line 144, col 46, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\MaskTools.tsx: line 153, col 46, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\MaskTools.tsx: line 180, col 52, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\MaskTools.tsx: line 188, col 44, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\MaskTools.tsx: line 199, col 46, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\MaskTools.tsx: line 208, col 46, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\ShapeTools.tsx: line 11, col 32, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\ShapeTools.tsx: line 24, col 40, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\ShapeTools.tsx: line 41, col 28, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\ShapeTools.tsx: line 121, col 95, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\ShapeTools.tsx: line 127, col 51, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\lanry\Desktop\kreathief\components\toolbar\ShapeTools.tsx: line 155, col 38, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
